"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"55","bmg2025wxxa","2025-11-23T03:32:40.073355Z","-2.503490686416626","137.14010620117188","4.0371529313376087","MLv","34","38","110.3641586303711","West Papua, Indonesia","BMKG"
"56","bmg2025wxwp","2025-11-23T03:19:57.191456Z","1.244515299797058","128.54725646972656","5.258985141882441","Mw","5","192","130.2696304321289","Halmahera, Indonesia","BMKG"
"57","bmg2025wxwq","2025-11-23T03:19:51.452962Z","-2.6608705520629883","137.10935974121094","4.485181533017925","Mw","30","30","102.82485961914062","West Papua, Indonesia","BMKG"
"58","bmg2025wxsx","2025-11-23T01:28:29.470077Z","-7.401435852050781","129.18215942382812","4.1697914870183155","MLv","107","31","87.73377990722656","Banda Sea","BMKG"
"59","bmg2025wxlh","2025-11-22T21:36:53.129871Z","0.554625928401947","120.41661834716797","4.1285184125084147","MLv","5","80","60.57221221923828","Minahassa Peninsula, Sulawesi","BMKG"
"60","bmg2025wxgj","2025-11-22T19:07:46.913945Z","2.1745142936706543","127.68653869628906","4.0679832436494987","MLv","174","59","105.87344360351562","Northern Molucca Sea","BMKG"
"61","bmg2025wxbe","2025-11-22T16:30:59.481315Z","-7.71556329727173","127.82386779785156","4.660791048649323","mb","158","96","78.81842041015625","Banda Sea","BMKG"
"62","bmg2025wwxa","2025-11-22T14:24:50.934338Z","-0.28532081842422485","123.04393005371094","4.0503036378442667","MLv","38","56","54.87552571296692","Minahassa Peninsula, Sulawesi","BMKG"
"63","bmg2025wwuh","2025-11-22T13:01:47.096452Z","-6.86782169342041","130.26295471191406","4.602842285464942","mb","155","44","68.87265014648438","Banda Sea","BMKG"
"64","bmg2025wwsd","2025-11-22T11:57:08.87271Z","5.844714164733887","126.28311157226562","4.4450307994059983","M","52","28","264.70660400390625","Mindanao, Philippines","BMKG"
"65","bmg2025wwqh","2025-11-22T11:00:06.939583Z","5.012800216674805","126.76473999023438","4.819762742928144","mb","8","55","117.39521598815918","Mindanao, Philippines","BMKG"
"66","bmg2025wvsk","2025-11-21T22:56:22.846482Z","-9.017690658569336","123.9792709350586","4.2527203394293984","MLv","65","55","44.4769287109375","Timor Region","BMKG"
"67","bmg2025wvqd","2025-11-21T21:48:07.887802Z","5.89665937423706","129.3058624267578","4.595562617948086","MLv","5","19","219.51483154296875","East of Philippine Islands","BMKG"
"68","bmg2025wvgx","2025-11-21T17:07:56.152656Z","4.965473651885986","126.64773559570312","4.018464815687989","MLv","6","23","155.81031799316406","Talaud Islands, Indonesia","BMKG"
"69","bmg2025wujk","2025-11-21T05:15:58.748235Z","-2.0950326919555664","100.5721435546875","4.510192394670548","MLv","19","125","51.8836669921875","Southern Sumatra, Indonesia","BMKG"
"70","bmg2025wttl","2025-11-20T21:11:18.687452Z","2.7564353942871094","95.3260498046875","4.501990912179605","Mw","7","47","225.15594482421875","Off West Coast of Northern Sumatra","BMKG"
"71","bmg2025wtte","2025-11-20T21:03:31.312365Z","-6.8008131980896","129.8328399658203","4.913701533196171","MLv","197","59","70.23869323730469","Banda Sea","BMKG"
"72","bmg2025wtpj","2025-11-20T19:08:35.993803Z","-8.947382926940918","124.27855682373047","4.591695164665841","MLv","80","97","38.63518524169922","Timor Region","BMKG"
"73","bmg2025wsri","2025-11-20T06:59:43.730408Z","-3.6956894397735596","128.39260864257812","5.755539987404927","Mw","135","340","15.89795684814453","Seram, Indonesia","BMKG"
"74","bmg2025wsmb","2025-11-20T04:19:55.025691Z","1.6103663444519043","127.16118621826172","4.959166832939892","Mw","127","299","40.792299270629883","Halmahera, Indonesia","BMKG"
"75","bmg2025wsjb","2025-11-20T02:49:12.148129Z","0.574475884437561","120.4502716064453","4.4457627131704847","MLv","4","80","88.19254302978516","Minahassa Peninsula, Sulawesi","BMKG"
"76","bmg2025wsea","2025-11-20T00:15:36.464487Z","0.547084629535675","120.45135498046875","4.799096501296933","Mw","5","122","27.830726623535156","Minahassa Peninsula, Sulawesi","BMKG"
"77","bmg2025wrtu","2025-11-19T19:06:06.409999Z","2.0412721633911133","126.63641357421875","4.2834505331824184","MLv","12","40","83.55862361192703","Northern Molucca Sea","BMKG"
"78","bmg2025wqlz","2025-11-19T02:01:31.817448Z","4.266199588775635","126.75298309326172","4.0461291006483115","MLv","19","24","151.05897521972656","Talaud Islands, Indonesia","BMKG"
"79","bmg2025wpvv","2025-11-18T17:50:58.64362Z","-7.785042762756348","127.92245483398438","4.0485355371362957","MLv","121","29","162.22593688964844","Banda Sea","BMKG"
"80","bmg2025wptw","2025-11-18T16:51:50.214737Z","0.25529876351356506","124.47799682617188","4.2170801192604266","Mw(mB)","85","67","83.62208938598633","Minahassa Peninsula, Sulawesi","BMKG"
"81","bmg2025wpif","2025-11-18T10:58:48.105453Z","-5.87508773803711","129.86119079589844","4.04807699906684","Mw(mB)","178","27","187.956298828125","Banda Sea","BMKG"
"82","bmg2025wnpd","2025-11-17T12:12:37.941734Z","0.07578173279762268","124.14805603027344","5.582472169340868","Mw(mB)","113","308","39.704681396484375","Minahassa Peninsula, Sulawesi","BMKG"
"83","bmg2025wmka","2025-11-16T20:29:22.821712Z","-9.028282165527344","110.48218536376953","4.301357727182216","MLv","5","104","213.9515609741211","South of Java, Indonesia","BMKG"
"84","bmg2025wlgm","2025-11-16T05:33:41.455147Z","-10.69454288482666","114.0176010131836","4.306726894802738","MLv","5","38","246.93119049072266","South of Bali, Indonesia","BMKG"
"85","bmg2025wldy","2025-11-16T04:16:58.274824Z","-9.007756233215332","110.484619140625","4.0975740990561214","MLv","5","64","215.81655883789062","South of Java, Indonesia","BMKG"
"86","bmg2025wlbk","2025-11-16T02:59:11.571477Z","-8.045780181884766","118.14662170410156","4.0157729165964184","MLv","11","45","160.77283477783203","Sumbawa Region, Indonesia","BMKG"
"87","bmg2025wkra","2025-11-15T21:45:04.405106Z","1.8557926416397095","122.48062896728516","4.448962659096405","MLv","7","48","102.62821578979492","Minahassa Peninsula, Sulawesi","BMKG"
"88","bmg2025wkav","2025-11-15T13:33:35.220315Z","-9.354639053344727","115.58660125732422","4.091493849405479","MLv","44","61","202.19447326660156","South of Bali, Indonesia","BMKG"
