"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"1","bmg2026effk","2026-03-01T18:33:26.196304Z","2.7577102184295654","128.04161071777344","4.602570619384712","Mw(mB)","127","140","148.9272003173828","Halmahera, Indonesia","BMKG"
"2","bmg2026eeml","2026-03-01T08:58:56.370152Z","-7.241238117218018","129.3038330078125","4.558247051595707","M","161","30","103.77164125442505","Banda Sea","BMKG"
"3","bmg2026eecj","2026-03-01T03:52:51.41899Z","-9.253334999084473","115.52838897705078","4.612368414081658","M","55","60","197.55071258544922","South of Bali, Indonesia","BMKG"
"4","bmg2026eebg","2026-03-01T03:19:11.923794Z","-7.689616203308105","108.41810607910156","3.739371995800679","M","129","48","118.70266723632812","Java, Indonesia","BMKG"
"5","bmg2026edvn","2026-03-01T00:25:44.153665Z","-9.902143478393555","120.0075454711914","4.6090112143075","M","23","70","176.1898193359375","Sumba Region, Indonesia","BMKG"
"6","bmg2026edvi","2026-03-01T00:19:03.356669Z","-9.309677124023438","110.13457489013672","3.6221556322633135","M","10","36","242.5903778076172","South of Java, Indonesia","BMKG"
"7","bmg2026eduu","2026-03-01T00:03:29.632264Z","-0.3100527822971344","123.02106475830078","3.796633953861208","M","58","35","83.0191650390625","Minahassa Peninsula, Sulawesi","BMKG"
"8","bmg2026edpi","2026-02-28T21:18:01.00207Z","3.6293020248413086","126.15401458740234","3.6037996994777353","M","10","8","193.69293975830078","Talaud Islands, Indonesia","BMKG"
"9","bmg2026edlx","2026-02-28T19:33:38.085603Z","-4.940436363220215","103.56851959228516","3.62015698630267","M","54","26","122.94976806640625","Southern Sumatra, Indonesia","BMKG"
"10","bmg2026edho","2026-02-28T17:22:22.356637Z","4.956193447113037","126.17575073242188","5.712497546034742","Mw(mB)","54","122","89.81025695800781","Talaud Islands, Indonesia","BMKG"
"11","bmg2026eddw","2026-02-28T15:29:59.318584Z","-0.05439962074160576","126.62174224853516","3.774898805369881","M","14","11","184.9214096069336","Southern Molucca Sea","BMKG"
