date,y_true,prob,pred,kp,mag_true,mag_pred,azm_true,azm_pred
2026-01-21,1.0,0.0,0,7.333000183105469,5.401424407958984,4.9287543296813965,106.7149658203125,108.28824615478516
2026-01-22,0.0,0.0,0,5.333000183105469,0.0,4.996829509735107,0.0,88.62847900390625
2026-01-23,0.0,0.43955451250076294,0,4.333000183105469,0.0,4.984038829803467,0.0,88.67430877685547
2026-01-24,1.0,0.43955451250076294,0,4.333000183105469,5.0249552726745605,4.99022102355957,63.48175811767578,88.56250762939453
2026-01-25,1.0,0.43955451250076294,0,3.3329999446868896,5.124896049499512,4.982439041137695,104.80714416503906,88.439208984375
2026-01-26,1.0,0.43955451250076294,0,3.3329999446868896,5.094388961791992,4.979310512542725,108.80764770507812,88.3870849609375
2026-01-27,1.0,0.43955451250076294,0,3.0,5.681507110595703,4.965651035308838,219.48439025878906,88.40070343017578
2026-01-28,1.0,0.0,0,5.0,5.052587032318115,4.982879638671875,106.8152084350586,88.38420867919922
2026-01-29,0.0,0.43955451250076294,0,4.333000183105469,0.0,4.986021995544434,0.0,88.42357635498047
2026-01-30,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.9701619148254395,0.0,88.37678527832031
2026-01-31,0.0,0.43955451250076294,0,2.0,0.0,4.95176362991333,0.0,88.82173156738281
2026-02-01,0.0,0.43955451250076294,0,1.3329999446868896,0.0,4.99228048324585,0.0,97.44189453125
2026-02-02,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.976135730743408,0.0,107.57706451416016
2026-02-03,1.0,0.43955451250076294,0,2.0,5.373563289642334,5.005606651306152,105.96035766601562,108.729736328125
2026-02-04,1.0,0.43955451250076294,0,3.6670000553131104,5.101837635040283,5.048009395599365,102.89789581298828,109.85879516601562
2026-02-05,1.0,0.0,0,5.333000183105469,5.849511623382568,4.953938007354736,217.53387451171875,88.39263153076172
2026-02-06,1.0,0.43955451250076294,0,4.333000183105469,5.798130035400391,4.9396748542785645,107.91915893554688,89.99391174316406
2026-02-07,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.938904285430908,0.0,89.50823211669922
2026-02-08,0.0,0.43955451250076294,0,2.6670000553131104,0.0,4.999644756317139,0.0,99.8814926147461
2026-02-09,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.9962239265441895,0.0,106.93183898925781
2026-02-10,0.0,0.43955451250076294,0,4.333000183105469,0.0,4.961643218994141,0.0,109.23593139648438
2026-02-11,0.0,0.43955451250076294,0,4.0,0.0,4.945268154144287,0.0,91.47362518310547
2026-02-12,0.0,0.43955451250076294,0,2.3329999446868896,0.0,4.986125469207764,0.0,97.50187683105469
2026-02-13,1.0,0.43955451250076294,0,4.0,5.633544445037842,4.950263500213623,64.32273864746094,92.44172668457031
2026-02-14,1.0,0.43955451250076294,0,4.666999816894531,5.390224933624268,4.9976420402526855,64.14586639404297,101.7248764038086
2026-02-15,0.0,0.0,0,5.333000183105469,0.0,4.951760768890381,0.0,88.4251937866211
2026-02-16,1.0,0.0,0,5.666999816894531,5.160953044891357,4.942748546600342,273.99005126953125,89.26203918457031
2026-02-17,0.0,0.43955451250076294,0,3.0,0.0,4.966125011444092,0.0,94.61752319335938
2026-02-18,0.0,0.43955451250076294,0,3.0,0.0,4.968149185180664,0.0,108.22412872314453
2026-02-19,1.0,0.43955451250076294,0,3.0,5.568575859069824,4.96606969833374,91.93704986572266,107.75859832763672
2026-02-20,0.0,0.43955451250076294,0,4.0,0.0,4.993631839752197,0.0,109.5757064819336
2026-02-21,0.0,0.43955451250076294,0,4.0,0.0,5.022634983062744,0.0,109.8201675415039
2026-02-22,0.0,0.0,0,5.333000183105469,0.0,4.944909572601318,0.0,88.58757019042969
2026-02-23,0.0,0.43955451250076294,0,4.666999816894531,0.0,4.939327239990234,0.0,88.96663665771484
2026-02-24,1.0,0.43955451250076294,0,3.6670000553131104,5.3627028465271,4.96148157119751,90.63304138183594,94.01797485351562
2026-02-25,0.0,0.43955451250076294,0,3.6670000553131104,0.0,5.001352787017822,0.0,100.55113220214844
2026-02-26,0.0,0.43955451250076294,0,3.6670000553131104,0.0,4.937769412994385,0.0,89.99217987060547
